chanel,time,question,answer,intent,confidence
,2020-08-12 16:59:52.652307,,"1. Bài đăng của bạn không được đăng bán vì lí do vi phạm các lí do sau: 
+ Bài đăng không có tiêu đề
+ Bài đăng trùng lặp nội dung với bài đăng trước đó
+ Bài đăng không có hình ảnh đính kèm
+ Tên tiêu đề bài đăng hoặc nội dung không đúng quy định của MeeyLand
+ Nội dung bài đăng chứa thông tin nhạy cảm, vi phạm quy định đăng bài của MeeyLand
",,
,2020-08-12 16:59:52.656170,,"2. Nếu bạn là người dùng đã đăng ký tài khoản trên MeeyLand, bài đăng của bạn không vi phạm quy đinh sẽ được đăng ngay lập tức sau khi bạn hoàn thiện đăng bài và thanh toán chi phí cho bài đăng (nếu có).",,
,2020-08-12 16:59:52.659486,,"3. Lý do không được duyệt bài/bị hạ bài: Trường hợp bài đăng của bạn không được duyệt, chúng tôi sẽ gửi thông báo cho bạn biết lý do không được duyệt bài/bị hạ bài.",,
Tester,2020-08-12 08:52:01.050287,,,,
,2020-08-12 08:52:01.070202,"tôi muốn đăng bán bất động sản mới, tôi phải làm như thế nào?",,how_create_new_post,0.9997804164886475
,2020-08-12 08:52:01.075616,,"Để đăng tin, trước tiên bạn cần chuẩn bị nội dung tin đăng, hình ảnh/video kèm theo, có thể đăng tin không cần tài khoản (khách hàng vãng lai) hoặc có tài khoản.
Để đăng ký tài khoản, bạn truy cập [link](https://meeyid.com/register) (xem thêm hướng dẫn đăng ký tài khoản) Nếu đã có tài khoản, bạn truy cập [link](https://meeyid.com/login)
Tìm hiểu 'Quy định đăng tin', bạn truy cập [link](https://meeyland.com/page/quy-dinh-dang-tin) Khi bạn đăng tin giao dịch Bất động sản bất kì, bạn có trách nhiệm đảm bảo tin đăng của bạn tuân thủ theo quy định đăng tin và chính sách của website meeyland.com. ",,
,2020-08-12 08:53:13.651732,"Để đăng bán bất động sản mới, cần làm như thế nào nhỉ?",,how_create_new_post,0.9999098777770996
,2020-08-12 08:53:13.655534,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 08:58:04.413427,Hướng dẫn tôi cách đăng bán bất động sản mới?,,how_create_new_post,0.9964778423309326
,2020-08-12 08:58:04.416652,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 08:58:15.931168,Chỉ cho tôi các bước đăng bán bất động sản mới?,,how_create_new_post,0.9999870657920837
,2020-08-12 08:58:15.935225,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 08:58:34.147766,"Tôi cần đăng tin bán bất động sản mới, hướng dẫn tôi các bước?",,how_create_new_post,0.999947190284729
,2020-08-12 08:58:34.153070,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 08:58:47.889297,"Tôi cần đăng bán nhà đất ở [Hà Nội](location), tôi cần làm như thế nào?",,how_create_new_post,0.9999669194221497
,2020-08-12 08:58:47.895026,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 08:59:11.654705,các bước đăng tin,,how_create_new_post,0.999782919883728
,2020-08-12 08:59:11.659724,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 09:00:18.563326,Các bước cơ bản đăng tin như nào?,,how_create_new_post,0.9999783635139465
,2020-08-12 09:00:18.567011,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 09:02:29.243018,Hướng dẫn tôi các bước đăng tin với?,,how_create_new_post,0.9991024136543274
,2020-08-12 09:02:29.248243,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 09:03:24.285300,Tôi không biết các bước đăng tin như thế nào?,,how_create_new_post,0.9997486472129822
,2020-08-12 09:03:24.291348,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 09:03:37.072437,Mình muốn đăng tin thì làm sao đây?,,how_create_new_post,0.9990928769111633
,2020-08-12 09:03:37.078164,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 09:04:29.693804,Mình muốn đăng tin mà chưa biết làm thế nào?,,how_create_new_post,0.9989151954650879
,2020-08-12 09:04:29.699618,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 09:06:18.131541,"Tôi muốn đăng tin, giờ tôi phải làm sao?",,how_create_new_post,0.999570369720459
,2020-08-12 09:06:18.136103,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 09:08:31.236701,"Tôi muốn đăng bài, tôi vào mục nào nhỉ?",,how_create_new_post,0.9998517632484436
,2020-08-12 09:08:31.243705,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 09:09:14.091073,Tôi vào mục nào để đăng bài nhỉ?,,how_create_new_post,0.9998438954353333
,2020-08-12 09:09:14.096911,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 09:09:35.126680,"Tôi đăng ký tài khoản xong rồi, giờ tôi muốn đăng bài thì làm thế nào?",,how_create_new_post,0.986913800239563
,2020-08-12 09:09:35.131232,,"Để đăng bài, thực hiện theo các bước sau: Bước 1: Lựa chọn mục đích đăng bài: • [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat) • [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat) • [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 5: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài. ",,
,2020-08-12 09:10:10.494129,"Tôi đã đăng tin bán nhà [Hà Nội](location) nhưng ghi nhầm diện tích, giờ muốn sửa, tôi làm thế nào?",,how_edit_delete_post,0.9990797638893127
,2020-08-12 09:10:10.498734,,"Đầu tiên, bạn vào Quản lý tin đăng ở góc trên cùng bên phải trang web và thực hiện như sau: + Để sửa bài đăng, bạn nhấp chuột vào ký hiệu cây bút 'Chỉnh sửa bài đăng' trên ảnh đại diện của mỗi tin đăng, sau đó chọn phần cần sửa. Chọn lưu để lưu lại bài đăng sau khi hoàn tất chỉnh sửa + Để xóa bài đăng, bạn nhấp chuột vào ký hiệu 'X' trên ảnh của mỗi bài đăng.",,
